url,mls_number,address,price,bedrooms,bathrooms,sqft,property_type,image_url,country,city,province,local_image_path
https://www.realtor.ca/real-estate/28992621/78-dolman-street-breslau,28992621,"78 DOLMAN Street, Breslau, Ontario",1349900,5,4,3135,,https://cdn.realtor.ca/listings/TS638961409301530000/reb14/highres/5/40778545_1.jpg,CA,Breslau,Ontario,scripts/images_ca_selenium/28992621.jpg
https://www.realtor.ca/real-estate/28992536/226-dick-street-waterloo,28992536,"226 DICK Street, Waterloo, Ontario",500000,3,1,1004,,https://cdn.realtor.ca/listings/TS638961401818430000/reb14/highres/7/40777607_1.jpg,CA,Waterloo,Ontario,scripts/images_ca_selenium/28992536.jpg
https://www.realtor.ca/real-estate/28992534/255-labrador-drive-waterloo,28992534,"255 LABRADOR Drive, Waterloo, Ontario",6863500,,,,,https://cdn.realtor.ca/listings/TS638961401654570000/reb14/highres/0/40779350_1.jpg,CA,Waterloo,Ontario,scripts/images_ca_selenium/28992534.jpg
https://www.realtor.ca/real-estate/28992504/10-balfour-crescent-kitchener,28992504,"10 BALFOUR Crescent, Kitchener, Ontario",549900,3,1,1526,,https://cdn.realtor.ca/listings/TS638961395375300000/reb14/highres/5/40779265_1.jpg,CA,Kitchener,Ontario,scripts/images_ca_selenium/28992504.jpg
https://www.realtor.ca/real-estate/28992256/44-dineen-court-kitchener,28992256,"44 DINEEN COURT, Kitchener, Ontario",850000,3,3,1500,,https://cdn.realtor.ca/listings/TS638961383742830000/reb82/highres/0/x12463520_1.jpg,CA,Kitchener,Ontario,scripts/images_ca_selenium/28992256.jpg
https://www.realtor.ca/real-estate/28992006/55-duke-street-w-unit-420-kitchener,28992006,"55 DUKE Street W Unit# 420, Kitchener, Ontario",699000,2 + 1,3,1373,,https://cdn.realtor.ca/listings/TS638961373738230000/reb14/highres/7/40779247_1.jpg,CA,Kitchener,Ontario,scripts/images_ca_selenium/28992006.jpg
https://www.realtor.ca/real-estate/28991928/2865-herrgott-road-st-clements,28991928,"2865 HERRGOTT Road, St. Clements, Ontario",1795000,3 + 2,5,4465,,https://cdn.realtor.ca/listings/TS638961403760000000/reb14/highres/1/40779271_1.jpg,CA,St. Clements,Ontario,scripts/images_ca_selenium/28991928.jpg
https://www.realtor.ca/real-estate/28991890/128-wesley-crescent-woolwich,28991890,"128 WESLEY CRESCENT, Woolwich, Ontario",450000,1 + 1,2,700,,https://cdn.realtor.ca/listings/TS638961354656030000/reb82/highres/3/x12463343_1.jpg,CA,Woolwich,Ontario,scripts/images_ca_selenium/28991890.jpg
https://www.realtor.ca/real-estate/28991735/98-rolling-meadows-drive-kitchener,28991735,"98 ROLLING MEADOWS DRIVE, Kitchener, Ontario",725000,3,2,1100,,https://cdn.realtor.ca/listings/TS638961341439970000/reb82/highres/1/x12463181_1.jpg,CA,Kitchener,Ontario,scripts/images_ca_selenium/28991735.jpg
https://www.realtor.ca/real-estate/28991595/297-bluevale-street-n-unit-b-waterloo,28991595,"297 BLUEVALE Street N Unit# B, Waterloo, Ontario",475000,3,2,1444,,https://cdn.realtor.ca/listings/TS638963256827270000/reb14/highres/3/40778933_1.jpg,CA,Waterloo,Ontario,scripts/images_ca_selenium/28991595.jpg
https://www.realtor.ca/real-estate/28991594/31-shallow-creek-road-breslau,28991594,"31 SHALLOW CREEK Road, Breslau, Ontario",799900,3,3,1547,,https://cdn.realtor.ca/listings/TS638961367120270000/reb14/highres/7/40778977_1.jpg,CA,Breslau,Ontario,scripts/images_ca_selenium/28991594.jpg
https://www.realtor.ca/real-estate/28991541/b4-1331-countrystone-drive-kitchener,28991541,"B4 - 1331 COUNTRYSTONE DRIVE, Kitchener, Ontario",350000,1,2,1000,,https://cdn.realtor.ca/listings/TS638961334214970000/reb15/highres/3/x12463383_1.jpg,CA,Kitchener,Ontario,scripts/images_ca_selenium/28991541.jpg
https://www.realtor.ca/real-estate/28991109/128-wesley-crescent-waterloo,28991109,"128 WESLEY Crescent, Waterloo, Ontario",450000,1 + 1,2,2017,,https://cdn.realtor.ca/listings/TS638961331577670000/reb14/highres/9/40776689_1.jpg,CA,Waterloo,Ontario,scripts/images_ca_selenium/28991109.jpg
https://www.realtor.ca/real-estate/28990905/81-fifth-avenue-kitchener,28990905,"81 FIFTH AVENUE, Kitchener, Ontario",1015000,3 + 1,4,3123,,https://cdn.realtor.ca/listings/TS638961301955300000/reb14/highres/2/40779122_1.jpg,CA,Kitchener,Ontario,scripts/images_ca_selenium/28990905.jpg
https://www.realtor.ca/real-estate/28990844/98-rolling-meadows-drive-kitchener,28990844,"98 ROLLING MEADOWS Drive, Kitchener, Ontario",725000,3,2,1978,,https://cdn.realtor.ca/listings/TS638961293646970000/reb14/highres/4/40778834_1.jpg,CA,Kitchener,Ontario,scripts/images_ca_selenium/28990844.jpg
https://www.realtor.ca/real-estate/28990781/1331-countrystone-drive-unit-b4-kitchener,28990781,"1331 COUNTRYSTONE Drive Unit# B4, Kitchener, Ontario",350000,1,2,1016,,https://cdn.realtor.ca/listings/TS638961287559270000/reb14/highres/3/40779013_1.jpg,CA,Kitchener,Ontario,scripts/images_ca_selenium/28990781.jpg
https://www.realtor.ca/real-estate/28990676/2203-6-willow-street-waterloo,28990676,"2203 - 6 WILLOW STREET, Waterloo, Ontario",659900,2,2,1200,,https://cdn.realtor.ca/listings/TS638961284853770000/reb47/highres/8/x12462988_1.jpg,CA,Waterloo,Ontario,scripts/images_ca_selenium/28990676.jpg
https://www.realtor.ca/real-estate/28990672/205-276-king-street-w-kitchener,28990672,"205 - 276 KING STREET W, Kitchener, Ontario",439000,1,2,800,,https://cdn.realtor.ca/listings/TS638961277759930000/reb47/highres/1/x12462921_1.jpg,CA,Kitchener,Ontario,scripts/images_ca_selenium/28990672.jpg
https://www.realtor.ca/real-estate/28990368/24a-931-glasgow-street-kitchener,28990368,"24A - 931 GLASGOW STREET, Kitchener, Ontario",369900,1,1,700,,https://cdn.realtor.ca/listings/TS638961252937470000/reb82/highres/5/x12462555_1.jpg,CA,Kitchener,Ontario,scripts/images_ca_selenium/28990368.jpg
https://www.realtor.ca/real-estate/28990111/131-ravenswood-road-woolwich,28990111,"131 RAVENSWOOD Road, Woolwich, Ontario",799900,3,3,2605,,https://cdn.realtor.ca/listings/TS638961239500200000/reb14/highres/7/40779087_1.jpg,CA,Woolwich,Ontario,scripts/images_ca_selenium/28990111.jpg
https://www.realtor.ca/real-estate/28989794/20-ellen-street-e-unit-611-kitchener,28989794,"20 ELLEN Street E Unit# 611, Kitchener, Ontario",409000,2,2,1213,,https://cdn.realtor.ca/listings/TS638961221423670000/reb14/highres/4/40778964_1.jpg,CA,Kitchener,Ontario,scripts/images_ca_selenium/28989794.jpg
https://www.realtor.ca/real-estate/28989754/931-glasgow-street-unit-24a-kitchener,28989754,"931 GLASGOW Street Unit# 24A, Kitchener, Ontario",369900,1,1,796,,https://cdn.realtor.ca/listings/TS638961215576730000/reb14/highres/1/40778721_1.jpg,CA,Kitchener,Ontario,scripts/images_ca_selenium/28989754.jpg
https://www.realtor.ca/real-estate/28989491/521-glen-forrest-boulevard-waterloo,28989491,"521 GLEN FORREST Boulevard, Waterloo, Ontario",699900,3 + 1,2,1902,,https://cdn.realtor.ca/listings/TS638961223740370000/reb14/highres/6/40777606_1.jpg,CA,Waterloo,Ontario,scripts/images_ca_selenium/28989491.jpg
https://www.realtor.ca/real-estate/28989331/171-otterbein-road-kitchener,28989331,"171 OTTERBEIN ROAD, Kitchener, Ontario",1025000,3,3,1500,,https://cdn.realtor.ca/listings/TS638961153168870000/reb82/highres/3/x12462123_1.jpg,CA,Kitchener,Ontario,scripts/images_ca_selenium/28989331.jpg
https://www.realtor.ca/real-estate/28989319/22-roehampton-court-kitchener,28989319,"22 ROEHAMPTON Court, Kitchener, Ontario",1400000,4,3,2636,,https://cdn.realtor.ca/listings/TS638961149345470000/reb14/highres/2/40778522_1.jpg,CA,Kitchener,Ontario,scripts/images_ca_selenium/28989319.jpg
https://www.realtor.ca/real-estate/28989254/275-tagge-crescent-kitchener,28989254,"275 TAGGE CRESCENT, Kitchener, Ontario",699000,3,3,1100,,https://cdn.realtor.ca/listings/TS638961133271900000/reb82/highres/6/x12461986_1.jpg,CA,Kitchener,Ontario,scripts/images_ca_selenium/28989254.jpg
https://www.realtor.ca/real-estate/28989062/171-otterbein-road-kitchener,28989062,"171 OTTERBEIN Road, Kitchener, Ontario",1025000,3,3,1808,,https://cdn.realtor.ca/listings/TS638961119432200000/reb14/highres/1/40779021_1.jpg,CA,Kitchener,Ontario,scripts/images_ca_selenium/28989062.jpg
https://www.realtor.ca/real-estate/28988752/415-257-hemlock-street-waterloo,28988752,"415 - 257 HEMLOCK STREET, Waterloo, Ontario",285000,1,1,0,,https://cdn.realtor.ca/listings/TS638960742738030000/reb82/highres/2/x12461842_1.jpg,CA,Waterloo,Ontario,scripts/images_ca_selenium/28988752.jpg
https://www.realtor.ca/real-estate/28988555/608-539-belmont-avenue-w-kitchener,28988555,"608 - 539 BELMONT AVENUE W, Kitchener, Ontario",650000,2 + 1,2,1200,,https://cdn.realtor.ca/listings/TS638960724117630000/reb82/highres/7/x12461827_1.jpg,CA,Kitchener,Ontario,scripts/images_ca_selenium/28988555.jpg
https://www.realtor.ca/real-estate/28988468/257-hemlock-street-unit-415-waterloo,28988468,"257 HEMLOCK Street Unit# 415, Waterloo, Ontario",285000,1,1,320,,https://cdn.realtor.ca/listings/TS638960705773430000/reb14/highres/9/40778749_1.jpg,CA,Waterloo,Ontario,scripts/images_ca_selenium/28988468.jpg
https://www.realtor.ca/real-estate/28988447/308-lester-street-unit-406-waterloo,28988447,"308 LESTER Street Unit# 406, Waterloo, Ontario",324900,1,1,465,,https://cdn.realtor.ca/listings/TS638960699767730000/reb14/highres/6/40774956_1.jpg,CA,Waterloo,Ontario,scripts/images_ca_selenium/28988447.jpg
https://www.realtor.ca/real-estate/28988330/492-ephraim-street-kitchener,28988330,"492 EPHRAIM STREET, Kitchener, Ontario",799000,2,2,700,,https://cdn.realtor.ca/listings/TS638960687873630000/reb82/highres/9/x12461739_1.jpg,CA,Kitchener,Ontario,scripts/images_ca_selenium/28988330.jpg
https://www.realtor.ca/real-estate/28988179/903-375-king-street-waterloo,28988179,"903 - 375 KING STREET, Waterloo, Ontario",399999,3,2,1000,,https://cdn.realtor.ca/listings/TS638960654061970000/reb82/highres/2/x12461682_1.jpg,CA,Waterloo,Ontario,scripts/images_ca_selenium/28988179.jpg
https://www.realtor.ca/real-estate/28987996/375-king-street-n-unit-903-waterloo,28987996,"375 KING Street N Unit# 903, Waterloo, Ontario",399999,2,2,1157,,https://cdn.realtor.ca/listings/TS638961403414200000/reb14/highres/8/40778478_1.jpg,CA,Waterloo,Ontario,scripts/images_ca_selenium/28987996.jpg
https://www.realtor.ca/real-estate/28987815/492-ephraim-street-kitchener,28987815,"492 EPHRAIM Street, Kitchener, Ontario",799000,2,2,1723,,https://cdn.realtor.ca/listings/TS638960628755200000/reb14/highres/1/40779071_1.jpg,CA,Kitchener,Ontario,scripts/images_ca_selenium/28987815.jpg
https://www.realtor.ca/real-estate/28987560/90-starlight-avenue-woolwich,28987560,"90 STARLIGHT AVENUE, Woolwich, Ontario",739900,3,2,1100,,https://cdn.realtor.ca/listings/TS638960599613530000/reb47/highres/4/x12461484_1.jpg,CA,Woolwich,Ontario,scripts/images_ca_selenium/28987560.jpg
https://www.realtor.ca/real-estate/28987561/102-80-breckenridge-drive-kitchener,28987561,"102 - 80 BRECKENRIDGE DRIVE, Kitchener, Ontario",289900,2,2,800,,https://cdn.realtor.ca/listings/TS638960599614700000/reb47/highres/7/x12461507_1.jpg,CA,Kitchener,Ontario,scripts/images_ca_selenium/28987561.jpg
https://www.realtor.ca/real-estate/28987478/50-champlain-crescent-kitchener,28987478,"50 CHAMPLAIN Crescent, Kitchener, Ontario",650000,3,2,2760,,https://cdn.realtor.ca/listings/TS638961199128800000/reb14/highres/4/40776984_1.jpg,CA,Kitchener,Ontario,scripts/images_ca_selenium/28987478.jpg
https://www.realtor.ca/real-estate/28987335/38-academy-crescent-waterloo,28987335,"38 ACADEMY Crescent, Waterloo, Ontario",1700000,4,4,3602,,https://cdn.realtor.ca/listings/TS638960580789830000/reb14/highres/4/40776854_1.jpg,CA,Waterloo,Ontario,scripts/images_ca_selenium/28987335.jpg
https://www.realtor.ca/real-estate/28987219/88-woodhaven-road-kitchener,28987219,"88 WOODHAVEN ROAD, Kitchener, Ontario",1250000,4 + 2,3,700,,https://cdn.realtor.ca/listings/TS638960565232330000/reb82/highres/8/x12461238_1.jpg,CA,Kitchener,Ontario,scripts/images_ca_selenium/28987219.jpg
https://www.realtor.ca/real-estate/28987208/1c-185-windale-crescent-kitchener,28987208,"1C - 185 WINDALE CRESCENT, Kitchener, Ontario",299999,1,1,500,,https://cdn.realtor.ca/listings/TS638960564041470000/reb47/highres/1/x12461391_1.jpg,CA,Kitchener,Ontario,scripts/images_ca_selenium/28987208.jpg
https://www.realtor.ca/real-estate/28987189/610-stonebury-crescent-waterloo,28987189,"610 STONEBURY Crescent, Waterloo, Ontario",1450000,5,4,4320,,https://cdn.realtor.ca/listings/TS638961199208230000/reb14/highres/6/40778776_1.jpg,CA,Waterloo,Ontario,scripts/images_ca_selenium/28987189.jpg
https://www.realtor.ca/real-estate/28987130/151-franklin-street-n-kitchener,28987130,"151 FRANKLIN STREET N, Kitchener, Ontario",579000,3,1,1100,,https://cdn.realtor.ca/listings/TS638960555996600000/reb82/highres/3/x12461133_1.jpg,CA,Kitchener,Ontario,scripts/images_ca_selenium/28987130.jpg
https://www.realtor.ca/real-estate/28987121/54-14-williamsburg-road-kitchener,28987121,"54 - 14 WILLIAMSBURG ROAD, Kitchener, Ontario",469900,3,2,1400,,https://cdn.realtor.ca/listings/TS638960555979930000/reb82/highres/7/x12461067_1.jpg,CA,Kitchener,Ontario,scripts/images_ca_selenium/28987121.jpg
https://www.realtor.ca/real-estate/28987123/k63-85-bankside-drive-kitchener,28987123,"K63 - 85 BANKSIDE DRIVE, Kitchener, Ontario",599900,3,4,1400,,https://cdn.realtor.ca/listings/TS638960555983130000/reb82/highres/3/x12461083_1.jpg,CA,Kitchener,Ontario,scripts/images_ca_selenium/28987123.jpg
https://www.realtor.ca/real-estate/28987110/90-starlight-avenue-woolwich,28987110,"90 STARLIGHT Avenue, Woolwich, Ontario",739900,3,2,1917,,https://cdn.realtor.ca/listings/TS638961259145570000/reb14/highres/3/40779023_1.jpg,CA,Woolwich,Ontario,scripts/images_ca_selenium/28987110.jpg
https://www.realtor.ca/real-estate/28986957/116-waterloo-street-waterloo,28986957,"116 WATERLOO STREET, Waterloo, Ontario",599000,3,2,700,,https://cdn.realtor.ca/listings/TS638960545921830000/reb47/highres/5/x12461235_1.jpg,CA,Waterloo,Ontario,scripts/images_ca_selenium/28986957.jpg
https://www.realtor.ca/real-estate/28986857/308-lester-street-unit-531-waterloo,28986857,"308 LESTER Street Unit# 531, Waterloo, Ontario",315000,1,1,415,,https://cdn.realtor.ca/listings/TS638960537173500000/reb14/highres/7/40778747_1.jpg,CA,Waterloo,Ontario,scripts/images_ca_selenium/28986857.jpg
https://www.realtor.ca/real-estate/28986838/296-raspberry-place-waterloo,28986838,"296 RASPBERRY PLACE, Waterloo, Ontario",1249900,3,3,2000,,https://cdn.realtor.ca/listings/TS638960535310230000/reb82/highres/7/x12461037_1.jpg,CA,Waterloo,Ontario,scripts/images_ca_selenium/28986838.jpg
https://www.realtor.ca/real-estate/28986322/151-franklin-street-n-kitchener,28986322,"151 FRANKLIN Street N, Kitchener, Ontario",579000,3,1,1703,,https://cdn.realtor.ca/listings/TS638960501560870000/reb14/highres/7/40778867_1.jpg,CA,Kitchener,Ontario,scripts/images_ca_selenium/28986322.jpg
https://www.realtor.ca/real-estate/28986166/255-keats-way-unit-1303-waterloo,28986166,"255 KEATS Way Unit# 1303, Waterloo, Ontario",699900,2,2,1630,,https://cdn.realtor.ca/listings/TS638960490542000000/reb14/highres/5/40778525_1.jpg,CA,Waterloo,Ontario,scripts/images_ca_selenium/28986166.jpg
https://www.realtor.ca/real-estate/28986165/85-bankside-drive-unit-k63-kitchener,28986165,"85 BANKSIDE Drive Unit# K63, Kitchener, Ontario",599900,3,4,2015,,https://cdn.realtor.ca/listings/TS638963844897200000/reb14/highres/8/40778748_1.jpg,CA,Kitchener,Ontario,scripts/images_ca_selenium/28986165.jpg
https://www.realtor.ca/real-estate/28986162/88-woodhaven-road-kitchener,28986162,"88 WOODHAVEN Road, Kitchener, Ontario",1250000,6,3,1890,,https://cdn.realtor.ca/listings/TS638960491797800000/reb14/highres/8/40778878_1.jpg,CA,Kitchener,Ontario,scripts/images_ca_selenium/28986162.jpg
https://www.realtor.ca/real-estate/28986091/589-winterburg-walk-waterloo,28986091,"589 WINTERBURG Walk, Waterloo, Ontario",799900,2 + 1,4,2367,,https://cdn.realtor.ca/listings/TS638960483151700000/reb14/highres/0/40777550_1.jpg,CA,Waterloo,Ontario,scripts/images_ca_selenium/28986091.jpg
https://www.realtor.ca/real-estate/28986089/14-williamsburg-road-unit-54-kitchener,28986089,"14 WILLIAMSBURG Road Unit# 54, Kitchener, Ontario",469900,3,2,2111,,https://cdn.realtor.ca/listings/TS638960483085030000/reb14/highres/3/40778253_1.jpg,CA,Kitchener,Ontario,scripts/images_ca_selenium/28986089.jpg
https://www.realtor.ca/real-estate/28985804/56-montcalm-drive-unit-k-kitchener,28985804,"56 MONTCALM Drive Unit# K, Kitchener, Ontario",499900,4,2,1854,,https://cdn.realtor.ca/listings/TS638960465514930000/reb14/highres/7/40778477_1.jpg,CA,Kitchener,Ontario,scripts/images_ca_selenium/28985804.jpg
https://www.realtor.ca/real-estate/28985802/185-windale-crescent-unit-1c-kitchener,28985802,"185 WINDALE Crescent Unit# 1C, Kitchener, Ontario",299999,1,1,533,,https://cdn.realtor.ca/listings/TS638960465462600000/reb14/highres/9/40778889_1.jpg,CA,Kitchener,Ontario,scripts/images_ca_selenium/28985802.jpg
https://www.realtor.ca/real-estate/28985760/43-eby-street-s-kitchener,28985760,"43 EBY STREET S, Kitchener, Ontario",849900,4,3,1500,,https://cdn.realtor.ca/listings/TS638960460492500000/reb82/highres/0/x12460490_1.jpg,CA,Kitchener,Ontario,scripts/images_ca_selenium/28985760.jpg
https://www.realtor.ca/real-estate/28985454/110-85-duke-street-kitchener,28985454,"110 - 85 DUKE STREET, Kitchener, Ontario",389000,1,1,500,,https://cdn.realtor.ca/listings/TS638960450513400000/reb82/highres/0/x12460460_1.jpg,CA,Kitchener,Ontario,scripts/images_ca_selenium/28985454.jpg
https://www.realtor.ca/real-estate/28985438/407-255-northfield-drive-e-waterloo,28985438,"407 - 255 NORTHFIELD DRIVE E, Waterloo, Ontario",439900,2,2,800,,https://cdn.realtor.ca/listings/TS638960450462100000/reb82/highres/8/x12460358_1.jpg,CA,Waterloo,Ontario,scripts/images_ca_selenium/28985438.jpg
https://www.realtor.ca/real-estate/28985407/196-lourdes-street-waterloo,28985407,"196 LOURDES Street, Waterloo, Ontario",750000,2 + 1,2,2183,,https://cdn.realtor.ca/listings/TS638960448692670000/reb14/highres/4/40778584_1.jpg,CA,Waterloo,Ontario,scripts/images_ca_selenium/28985407.jpg
https://www.realtor.ca/real-estate/28985212/11-grand-river-boulevard-unit-29-kitchener,28985212,"11 GRAND RIVER Boulevard Unit# 29, Kitchener, Ontario",459000,3,2,1150,,https://cdn.realtor.ca/listings/TS638960435885100000/reb14/highres/6/40778816_1.jpg,CA,Kitchener,Ontario,scripts/images_ca_selenium/28985212.jpg
https://www.realtor.ca/real-estate/28985174/65-westmount-road-n-unit-108-waterloo,28985174,"65 WESTMOUNT Road N Unit# 108, Waterloo, Ontario",324900,3,2,1359,,https://cdn.realtor.ca/listings/TS638960429845370000/reb14/highres/8/40775898_1.jpg,CA,Waterloo,Ontario,scripts/images_ca_selenium/28985174.jpg
https://www.realtor.ca/real-estate/28985158/39-agnes-street-kitchener,28985158,"39 AGNES Street, Kitchener, Ontario",710000,3,2,1349,,https://cdn.realtor.ca/listings/TS638960429486230000/reb14/highres/0/40778820_1.jpg,CA,Kitchener,Ontario,scripts/images_ca_selenium/28985158.jpg
https://www.realtor.ca/real-estate/28985147/711-1-victoria-street-s-kitchener,28985147,"711 - 1 VICTORIA STREET S, Kitchener, Ontario",380000,1 + 1,1,600,,https://cdn.realtor.ca/listings/TS638960426271200000/reb82/highres/8/x12460298_1.jpg,CA,Kitchener,Ontario,scripts/images_ca_selenium/28985147.jpg
https://www.realtor.ca/real-estate/28985031/56-ramblewood-way-kitchener,28985031,"56 RAMBLEWOOD Way, Kitchener, Ontario",839900,3,2,1420,,https://cdn.realtor.ca/listings/TS638960417996930000/reb14/highres/0/40778700_1.jpg,CA,Kitchener,Ontario,scripts/images_ca_selenium/28985031.jpg
https://www.realtor.ca/real-estate/28984975/39-agnes-street-kitchener,28984975,"39 AGNES STREET, Kitchener, Ontario",710000,3,2,1100,,https://cdn.realtor.ca/listings/TS638960412632670000/reb47/highres/2/x12460332_1.jpg,CA,Kitchener,Ontario,scripts/images_ca_selenium/28984975.jpg
https://www.realtor.ca/real-estate/28984968/406-ephraim-street-kitchener,28984968,"406 EPHRAIM Street, Kitchener, Ontario",499000,2,1,1017,,https://cdn.realtor.ca/listings/TS638960432045770000/reb14/highres/6/40778586_1.jpg,CA,Kitchener,Ontario,scripts/images_ca_selenium/28984968.jpg
https://www.realtor.ca/real-estate/28984736/489-wilmot-line-waterloo,28984736,"489 WILMOT Line, Waterloo, Ontario",2195000,3,4,3960,,https://cdn.realtor.ca/listings/TS638961241218430000/reb14/highres/1/40775811_1.jpg,CA,Waterloo,Ontario,scripts/images_ca_selenium/28984736.jpg
https://www.realtor.ca/real-estate/28984734/229-baker-street-unit-17-waterloo,28984734,"229 BAKER Street Unit# 17, Waterloo, Ontario",569999,3,2,1929,,https://cdn.realtor.ca/listings/TS638961211079970000/reb14/highres/8/40777888_1.jpg,CA,Waterloo,Ontario,scripts/images_ca_selenium/28984734.jpg
https://www.realtor.ca/real-estate/28984732/116-waterloo-street-waterloo,28984732,"116 WATERLOO Street, Waterloo, Ontario",599000,3,2,1273,,https://cdn.realtor.ca/listings/TS638960393183270000/reb14/highres/2/40778342_1.jpg,CA,Waterloo,Ontario,scripts/images_ca_selenium/28984732.jpg
https://www.realtor.ca/real-estate/28984730/255-northfield-drive-e-unit-407-waterloo,28984730,"255 NORTHFIELD Drive E Unit# 407, Waterloo, Ontario",439900,2,2,854,,https://cdn.realtor.ca/listings/TS638960393164100000/reb14/highres/9/40778559_1.jpg,CA,Waterloo,Ontario,scripts/images_ca_selenium/28984730.jpg
https://www.realtor.ca/real-estate/28984693/7-chandos-drive-kitchener,28984693,"7 CHANDOS DRIVE, Kitchener, Ontario",989900,4 + 1,4,2000,,https://cdn.realtor.ca/listings/TS638960392349170000/reb82/highres/5/x12459945_1.jpg,CA,Kitchener,Ontario,scripts/images_ca_selenium/28984693.jpg
https://www.realtor.ca/real-estate/28984601/553-paradise-crescent-waterloo,28984601,"553 PARADISE Crescent, Waterloo, Ontario",999900,3 + 2,4,2657,,https://cdn.realtor.ca/listings/TS638960387421970000/reb14/highres/0/40778250_1.jpg,CA,Waterloo,Ontario,scripts/images_ca_selenium/28984601.jpg
https://www.realtor.ca/real-estate/28984403/539-belmont-avenue-w-unit-201-kitchener,28984403,"539 BELMONT Avenue W Unit# 201, Kitchener, Ontario",439900,2,2,963,,https://cdn.realtor.ca/listings/TS638961253333000000/reb14/highres/3/40778033_1.jpg,CA,Kitchener,Ontario,scripts/images_ca_selenium/28984403.jpg
https://www.realtor.ca/real-estate/28984398/296-raspberry-place-waterloo,28984398,"296 RASPBERRY Place, Waterloo, Ontario",1249900,3,3,2468,,https://cdn.realtor.ca/listings/TS638960369770500000/reb14/highres/8/40778578_1.jpg,CA,Waterloo,Ontario,scripts/images_ca_selenium/28984398.jpg
https://www.realtor.ca/real-estate/28984109/180-becker-street-kitchener,28984109,"180 BECKER STREET, Kitchener, Ontario",599999,4 + 1,3,1500,,https://cdn.realtor.ca/listings/TS638960349424670000/reb82/highres/9/x12459669_1.jpg,CA,Kitchener,Ontario,scripts/images_ca_selenium/28984109.jpg
https://www.realtor.ca/real-estate/28983911/132-forest-glen-crescent-kitchener,28983911,"132 FOREST GLEN CRESCENT, Kitchener, Ontario",775000,4,2,1100,,https://cdn.realtor.ca/listings/TS638960324979500000/reb82/highres/0/x12459640_1.jpg,CA,Kitchener,Ontario,scripts/images_ca_selenium/28983911.jpg
https://www.realtor.ca/real-estate/28983889/352-vanier-drive-kitchener,28983889,"352 VANIER DRIVE, Kitchener, Ontario",550000,3,2,700,,https://cdn.realtor.ca/listings/TS638960324333730000/reb47/highres/7/x12459667_1.jpg,CA,Kitchener,Ontario,scripts/images_ca_selenium/28983889.jpg
https://www.realtor.ca/real-estate/28983858/10-holborn-court-unit-22-kitchener,28983858,"10 HOLBORN Court Unit# 22, Kitchener, Ontario",430000,3,2,1953,,https://cdn.realtor.ca/listings/TS638960321608070000/reb14/highres/6/40778636_1.jpg,CA,Kitchener,Ontario,scripts/images_ca_selenium/28983858.jpg
https://www.realtor.ca/real-estate/28983855/375-king-street-n-unit-1608-waterloo,28983855,"375 KING Street N Unit# 1608, Waterloo, Ontario",319900,2,1,1072,,https://cdn.realtor.ca/listings/TS638960321600770000/reb14/highres/0/40778660_1.jpg,CA,Waterloo,Ontario,scripts/images_ca_selenium/28983855.jpg
https://www.realtor.ca/real-estate/28983751/132-forest-glen-crescent-kitchener,28983751,"132 FOREST GLEN Crescent, Kitchener, Ontario",775000,4,2,1836,,https://cdn.realtor.ca/listings/TS638960322291970000/reb17/highres/4/40778494_1.jpg,CA,Kitchener,Ontario,scripts/images_ca_selenium/28983751.jpg
https://www.realtor.ca/real-estate/28983706/352-vanier-drive-kitchener,28983706,"352 VANIER Drive, Kitchener, Ontario",550000,3,2,2040,,https://cdn.realtor.ca/listings/TS638960285876770000/reb14/highres/5/40778615_1.jpg,CA,Kitchener,Ontario,scripts/images_ca_selenium/28983706.jpg
https://www.realtor.ca/real-estate/29007135/104-simcoe-crescent-middlesex-centre-komoka-komoka,29007135,"104 SIMCOE CRESCENT, Middlesex Centre (Komoka), Ontario",699999,4,2,700,,https://cdn.realtor.ca/listings/TS638964093319630000/reb33/highres/5/x12470435_1.jpg,CA,Middlesex Centre (Komoka),Ontario,scripts/images_ca_selenium/29007135.jpg
https://www.realtor.ca/real-estate/29007061/120-ashbury-avenue-london,29007061,"120 ASHBURY Avenue, London, Ontario",529900,,0,1044,,https://cdn.realtor.ca/listings/TS638964065783900000/reb14/highres/4/40780284_1.jpg,CA,London,Ontario,scripts/images_ca_selenium/29007061.jpg
https://www.realtor.ca/real-estate/29007024/2641-bobolink-lane-london-south-south-u-south-u,29007024,"2641 BOBOLINK LANE, London South (South U), Ontario",899999,4 + 1,1,2000,,https://cdn.realtor.ca/listings/TS638964053132770000/reb82/highres/9/x12470379_1.jpg,CA,London South (South U),Ontario,scripts/images_ca_selenium/29007024.jpg
https://www.realtor.ca/real-estate/29007020/24264-coldstream-road-middlesex-centre-rural-middlesex-centre,29007020,"24264 COLDSTREAM ROAD, Middlesex Centre, Ontario",989000,14,8,5000,,https://cdn.realtor.ca/listings/TS638964050369300000/reb13/highres/2/x12470412_1.jpg,CA,Middlesex Centre,Ontario,scripts/images_ca_selenium/29007020.jpg
